Listado de Proyectos DESAPROBADO

ID;TITULAR;RUC;TITULO_PROYECTO;UNIDAD_PROYECTO;TIPO;ACTIVIDAD;FECHA_INICIO;ESTADO;DESCRIPCION;LONGITUD;LATITUD;RESOLUCION;LABEL
"1111";"MUNICIPALIDAD DISTRITAL DE TINGO";"20170145446";"EVAP DEL PROYECTO "CREACIÓN DE LOS SERVICIOS DE EMBARQUE Y DESEMBARQUE TERRESTRE DE PASAJEROS EN LA LOCALIDAD DE NUEVO TINGO DEL DISTRITO DE TINGO PROVINCIA DE LUYA, DEPARTAMENTO DE AMAZONAS"";"PROYECTO: CREACIÓN DE LOS SERVICIOS DE EMBARQUE Y DESEMBARQUE TERRESTRE DE PASAJEROS EN LA LOCALIDAD DE NUEVO TINGO DEL DISTRITO DE TINGO PROVINCIA DE LUYA, DEPARTAMENTO DE AMAZONAS";"Clasificación";"Transportes";"18/10/2018";"Desaprobado";"SIN DESCRIPCION";"-77.91138489";"-6.37087619";"RD N° 00067-2019-SENACE-PE/DEIN";"null";
"1199";"AGRO ECOSISTEMA S.A.C.";"20601044103";"EVAP PARA EL PROYECTO DE PLANTA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS EN EL DISTRITO DE CHILCA, PROVINCIA DE CAÑETE, DEPARTAMENTO DE LIMA";"PLANTA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS GRO ECOSISTEMA CHILCA";"Clasificación";"Residuos Sólidos";"27/03/2021";"Desaprobado";"SIN DESCRIPCION";"-76.73103007";"-12.40295538";"RD Nº 00127-2021-SENACE-PE/DEIN";"null";
"1205";"MUNICIPALIDAD PROVINCIAL DE ESPINAR";"20147346434";"DIA %u201CMEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO EN EL SECTOR ATA CALLA (C.C. HUARCA) Y SECTOR POLO POLO (C.C. HUISA CCOLLANA) CAÑON PURURO DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR %u2013 CUSCO%u201D";"%u201CMEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO EN EL SECTOR ATA CALLA (C.C. HUARCA) Y SECTOR POLO POLO (C.C. HUISA CCOLLANA) CAÑON PURURO DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR %u2013 CUSCO%u201D";"Clasificación";"Agricultura";"24/09/2018";"Desaprobado";"SIN DESCRIPCION";"-71.39682847";"-14.9226761";"RD N° 00113-2019-SENACE-PE/DEIN ";"null";
"1424";"COMPAÑIA ELECTRICA EL PLATANAL S.A.";"20512481125";"MEJORA TECNOLÓGICA  POZA DE AMORTIGUAMIENTO A LA SALIDA DE DEMASIAS DEL SISTEMA DE CONDUCCIÓN DE LA CENTRAL HIDROELÉCTRICA EL PLATANAL";"C.H. EL PLATANAL";"ITS";"Electricidad";"14/02/2022";"Desaprobado";"SIN DESCRIPCION";"-75.9582764";"-12.71624328";"RD N° 00098-2022-SENACE-PE/DEAR";"null";
"1127";"LOS PORTALES S.A";"20301837896";"HABILITACIONES URBANAS DE TIPO RESIDENCIAL (NO CORRESPONDA A LAS CATEGORÍAS DEL ANEXO III DEL DS N° 015-2021-VIVIENDA)";"H.U LAS PALMERAS DE PARACAS";"Clasificación";"Vivienda";"20/07/2022";"Desaprobado";"SIN DESCRIPCION";"-76.22523005";"-13.80382451";"RD N° 00054-2023-SENACE-PE/DEIN";"null";
"1136";"ANABI S.A.C.";"20517187551";"PROYECTO UTUNSA";"U.M. UTUNSA";"ITS";"Minería";"28/10/2016";"Desaprobado";"SIN DESCRIPCION";"-72.2888";"-14.4182";"RD N° 130-2016-SENACE/DCA";"null";
"1137";"SAPET DEVELOPMENT PERÚ INC., SUCURSAL DEL PERÚ";"20168702346";"AMPLIACIÓN E INSTALACIÓN DE LÍNEAS DE CONDUCCIÓN DE GAS NATURAL DE BAJA PRESIÓN EN EL EX LOTE VI";"LOTE VII/VI";"ITS";"Hidrocarburos";"15/04/2016";"Desaprobado";"SIN DESCRIPCION";"-81.2939";"-4.4757";"RD N° 020-2016-SENACE/DCA";"null";
"1221";"AUTOPISTA DEL NORTE S.A.C.";"20520929658";"INFORME TÉCNICO SUSTENTATORIO (ITS) PARA LA INSTALACIÓN DE UNA PLANTA DE CHANCADO TORTUGAS DEL PROYECTO OBRAS Y MANTENIMIENTO DE LA RED VIAL 4: PATIVILCA-SANTA-TRUJILLO Y PUERTO SALAVERRY - EMPALME R01N";"VÍA DE EVITAMIENTO CHIMBOTE";"ITS";"Transportes";"10/03/2022";"Desaprobado";"SIN DESCRIPCION";"-78.40806071";"-9.38220585";"RD N° 00134-2022-SENACE-PE/DEIN";"null";
"1138";"CONCESIONARIA INTEROCEÁNICA SUR - TRAMO 2 S.A.";"20511125040";"ITS PARA LA OBRA ACCESORIA DE ESTABILIZACIÓN Y RECUPERACIÓN DEL SECTOR INESTABLE KM 240+995 - KM 241+145 DEL PROYECTO CORREDOR VIAL INTEROCEÁNICA SUR PERÚ-BRASIL, TRAMO N° 2 URCOS - INAMBARI";"SIN UNIDAD";"ITS";"Transportes";"26/10/2017";"Desaprobado";"SIN DESCRIPCION";"-70.99778292";"-13.58326295";"RD N° 022-2017-SENACE- JEF/DEIN";"null";
"1228";"MUNICIPALIDAD DISTRITAL DE IGUAIN";"20143148492";"CREACIÓN DE LAS CARRETERAS ALLCUHILLCA- CHIHUA, HUAYHUAS %u2013 MACACHACRA, PUMAHUASI - EMPALME CARRETERA PUCHCAS, DISTRITO DE IGUAIN - HUANTA %u2013 AYACUCHO";"CARRETERA IGUAIN";"Clasificación";"Transportes";"01/09/2020";"Desaprobado";"SIN DESCRIPCION";"-70.39899865";"-13.15209764";"RD N° 00146-2020-SENACE-PE/DEIN";"null";
"1165";"MUNICIPALIDAD DISTRITAL DE CUJILLO";"20201571350";"CREACIÓN DEL SERVICIO DE PROTECCIÓN EN LA RIBERA DEL RIO MALLETA, VULNERABLE ANTE EL PELIGRO DE DESBORDES E INUNDACIONES EN LA LOCALIDAD DE NUEVO MALLETA DEL DISTRITO DE CUJILLO - PROVINCIA DE CUTERVO - DEPARTAMENTO DE CAJAMARCA";"INFRAESTRUCTURA VIAL INTERURBANA CUNUAT-EL ROLLO-NUEVO COLLAQUE-EL PARAÍSO";"Clasificación";"Agricultura";"08/02/2021";"Desaprobado";"SIN DESCRIPCION";"-78.612373";"-6.071509";"RD N° 00085-2021-SENACE-PE/DEIN";"null";
"1169";"SURVIAL S.A.";"20517216241";"TERCER ITS PARA LA MODIFICACIÓN DE ÁREAS AUXILIARES REQUERIDAS PARA LA CONCESIÓN SURVIAL S.A.";"CORREDOR VIAL INTEROCEÁNICO SUR, TRAMO 01: SAN JUAN DE MARCONA-URCOS";"ITS";"Transportes";"06/03/2020";"Desaprobado";"SIN DESCRIPCION";"-72.59861305";"-13.55154848";"RD N° 055-2020-SENACE-PE";"null";
"1170";"AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS";"20602114091";"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN AMBAS MÁRGENES DEL RÍO VIRÚ Y AFLUENTES, DISTRITO DE CARABAMBA Y VIRÚ, PROVINCIAS DE JULCÁN Y VIRÚ, DEPARTAMENTO DE LA LIBERTAD.";"SIN UNIDAD";"IGAPRO";"Agricultura";"27/01/2022";"Desaprobado";"SIN DESCRIPCION";"-78.87720289";"-8.48534359";"RD N° 00082-2022-SENACE-PE/DEIN";"null";
"1178";"AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS";"20602114091";"CREACIÓN DEL SERVICIO DE PROTECCIÓN ANTE EL PELIGRO DE INUNDACIONES EN EL RÍO LA LECHE, EN 53 LOCALIDADES DE LOS DISTRITOS DE PACORA, ÍLLIMO Y JAYANCA EN LA PROVINCIA DE LAMBAYEQUE Y EN LOS DISTRITOS DE PÍTIPO E INCAHUASI DE LA PROVINCIA DE FERREÑAF";"SIN UNIDAD";"IGAPRO";"Agricultura";"07/09/2022";"Desaprobado";"SIN DESCRIPCION";"-79.67857064";"-6.48349562";"RD Nº 00017-2023-SENACE-PE/DEIN";"null";
"1181";"INTERSUR CONCESIONES S.A.";"20511130124";"PROYECTO VARIANTE DE CARRETERA CASAHUIRI, KM 260+300 AL KM 261+100 DEL TRAMO 4 AZÁNGARO %u2013 PUENTE INAMBARI, DEL CORREDOR VIAL INTEROCEÁNICO SUR PERÚ-BRASIL";"VARIANTE CASAHUIRI";"ITS";"Transportes";"17/12/2021";"Desaprobado";"SIN DESCRIPCION";"-70.45991761";"-13.64017677";"RD N° 00096-2022-SENACE-PE/DEIN";"null";
"851";"ASOCIACIÓN DE CARNICEROS-PIRAMIDAL-AYACUCHO";"20602486720";"CENTRO DE BENEFICIO ADECPA";"CAMAL ADECPA";"Clasificación";"Agricultura";"09/09/2018";"Desaprobado";"SIN DESCRIPCION";"-74.22424642";"-13.22541609";"RD N° 00053-2019-SENACE-PE/DEAR";"null";
"855";"COMPAÑIA MINERA COIMOLACHE S.A.";"20140688640";"5TO ITS DE LA UNIDAD MINERA TANTAHUATAY";"TANTAHUATAY";"ITS";"Minería";"09/10/2019";"Desaprobado";"SIN DESCRIPCION";"-78.691";"-6.7343";"RD N° 0200-2019-SENACE-PE/DEAR";"null";
"857";"MUNICIPALIDAD DISTRITAL DE JANGAS";"20206179776";"MEJORAMIENTO Y AMPLIACIÓN DE LA TROCHA CARROZABLE DE LA  LOCALIDAD DE HUACHENCA A LA LOCALIDAD DE TARA EN LA LOCALIDAD DE JANGAS - DISTRITO DE JANGAS -  PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH";"TROCHA CARROZABLE DE LA  LOCALIDAD DE HUACHENCA A LA LOCALIDAD DE TARA  DEPARTAMENTO DE ANCASH";"Clasificación";"Transportes";"06/12/2019";"Desaprobado";"SIN DESCRIPCION";"-77.57338953";"-9.40765194";"RD N° 053-2020-SENACE-PE/DEI";"null";
"858";"MUNICIPALIDAD DIST.DE CHALLHUAHUACHO";"20288774553";"REHABILITACIÓN  Y MEJORAMIENTO  DE INFRAESTRUCTURA  DE TRANSPORTES DE ALCANCE NACIONAL Y/O MACROREGIONAL: CARRETERAS, PUERTOS, AEROPUERTOS, FERROCARRILES Y HELIPUERTOS  (NO CONSIDERADOS EN EL ANEXO 1 RM 891-2019-MTC)";"SERVICIO DE CONSERVACIÓN DE SUELO CHOCCOYO";"Clasificación";"Transportes";"06/07/2022";"Desaprobado";"SIN DESCRIPCION";"-72.35279914";"-14.21404876";"RD N° 00029-2023-SENACE-PE/DEIN";"null";
"861";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"CONSTRUCCIÓN DE LA CARRETERA VECINAL CASTILLAPATA-TOTORA-HUISCAHUISCA-YANACHACRE-CENTRO AMBATO (CHICHUCANCHA), DISTRITO DE YAULI %u2013  HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"30/09/2019";"Desaprobado";"SIN DESCRIPCION";"-74.82338949";"-12.73537823";"RD N° 00012-2020-SENACE-PE/DEIN";"null";
"863";"PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL";"20503503639";"INFORME TÉCNICO SUSTENTATORIO (ITS) PARA INCORPORAR NUEVAS ÁREAS AUXILIARES: CANTERA KM 129+390 - CANTERA KM 141+300 - CANTERA KM 141+690 - CANTERA KM 148+300";"MEJORAMIENTO DE LA CARRETERA HUÁNUCO %u2013 CONOCOCHA, SECTOR: HUÁNUCO %u2013 LA UNIÓN %u2013 HUALLANCA, RUTA PE-3N";"ITS";"Transportes";"15/09/2023";"Desaprobado";"SIN DESCRIPCION";"-76.8784687";"-9.8587281";"RD N° 00002-2024-SENACE-PE/DEIN";"null";
"926";"MUNICIPALIDAD DISTRITAL DE OCOBAMBA";"20277520126";"CREACIÓN DE CAMINO VECINAL ENTRE LAS COMUNIDADES DE YANAMAYO-TASTAYOC DEL DISTRITO DE OCOBAMBA %u2013 LA CONVENCIÓN %u2013 CUSCO";"CAMINO VECINAL YANAMAYO-TASTAYOC";"Clasificación";"Transportes";"02/12/2021";"Desaprobado";"SIN DESCRIPCION";"-72.25455";"-13.096674";"RD N° 00052-2022-SENACE-PE/DEIN";"null";
"869";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"MEJORAMIENTO Y CONSTRUCCIÓN DE LA CARRETERA CHOCLOCOCHA %u2013 CHAMPACCOCHA %u2013 TACSANA %u2013 CCARHUANCHO, DISTRITO DE PILPICHACA %u2013 HUAYTARA - HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"04/02/2020";"Desaprobado";"SIN DESCRIPCION";"-75.07086893";"-13.15626406";"RD N° 00104-2020-SENACE-PE/DEIN";"null";
"872";"TERMINAL PORTUARIO PARACAS S.A.";"20562916360";"PROYECTO: DISEÑO, CONSTRUCCIÓN, FINANCIAMIENTO, CONSERVACIÓN Y EXPLOTACIÓN DEL TERMINAL PORTUARIO GENERAL SAN MARTÍN %u2013 PISCO";"TERMINAL PORTUARIO GENERAL SAN MARTÍN %u2013 PISCO";"MEIA-d";"Transportes";"12/04/2018";"Desaprobado";"SIN DESCRIPCION";"-76.28913444";"-13.80118234";"RD N° 00073-2020-SENACE-PE/DEIN";"null";
"874";"MUNICIPALIDAD DISTRITAL DE HUARIACA";"20183998651";"OBRAS DE DEFENSA RIBEREÑA, A EXCEPCIÓN DE AQUELLAS CUYA CONSTRUCCIÓN CONSIDERE COMO INSUMO PRINCIPAL ROCA";"DEFENSA RIBEREÑA HUARIACA";"Clasificación";"Agricultura";"26/07/2022";"Desaprobado";"SIN DESCRIPCION";"-76.17808597";"-10.45696984";"RD N° 00216-2022-SENACE-PE/DEIN";"null";
"937";"MUNICIPALIDAD PROVINCIAL DE PARURO";"20159308708";"CREACIÓN DEL CAMINO VECINAL R-081015EMP. CU 15-18 (TOCTOHUAYLLA)-CHOCCOPINQUILLO-COLLPA-EMP. CU 1505 (NAYHUA) DE LOS DISTRITOS DE HUANOQUITE Y PACCARITAMBO DISTRITO DE HUANOQUITE - PROVINCIA DE PARURO - DEPARTAMENTO DE CUSCO%u201D CON CUI 2415916";"CAMINO VECINAL PACCARITAMBO-HUANOQUITE, PARURO";"Clasificación";"Transportes";"25/03/2023";"Desaprobado";"SIN DESCRIPCION";"-71.97942339";"-13.78211931";"RD Nº 00135-2023-SENACE-PE/DEIN";"null";
"876";"MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA";"20171725144";"CONSTRUCCIÓN DE CARRETERA SAN CRISTOBAL - QUIRALQUICHQUI - YANAMITO - HORNOBAMBA, PROVINCIA DE HUANCAVELICA %u2013 HUANCAVELICA";"CARRETERA SAN CRISTÓBAL-QUIRALQUICHQUI-YANAMITO-HORNOBAMBA";"Clasificación";"Transportes";"07/11/2022";"Desaprobado";"SIN DESCRIPCION";"-74.96197489";"-12.77177263";"RD N° 00022-2023-SENACE-PE/DEIN";"null";
"877";"PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL";"20503503639";"INFORME TÉCNICO SUSTENTATORIO DE LA OBRA COMPLEMENTARIA - PESAJE";"MEJORAMIENTO DE LA CARRETERA HUÁNUCO %u2013 CONOCOCHA, SECTOR: HUÁNUCO %u2013 LA UNIÓN %u2013 HUALLANCA, RUTA PE-3N";"ITS";"Transportes";"21/12/2021";"Desaprobado";"SIN DESCRIPCION";"-76.473141";"-9.876777";"RD N° 00036-2022-SENACE-PE/DEIN";"null";
"940";"APUMAYO S.A.C.";"20547735014";"TERCER INFORME TÉCNICO SUSTENTATORIO DE LA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA APUMAYO";"APUMAYO";"ITS";"Minería";"29/05/2020";"Desaprobado";"SIN DESCRIPCION";"-73.9201";"-14.9565";"RD N° 00102-2020-SENACE-PE/DEAR";"null";
"943";"AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS";"20602114091";"CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA DESBORDES DE QUEBRADAS NORTE VERDE, QUENETO, CEREALES, EL ARENAL Y HUASCARÁN, DISTRITO DE VIRÚ - PROVINCIA DE VIRÚ - DEPARTAMENTO DE LA LIBERTAD. AUT";"SIN UNIDAD";"IGAPRO";"Agricultura";"13/12/2021";"Desaprobado";"SIN DESCRIPCION";"-78.7772422";"-8.37700777";"RD N° 00065-2022-SENACE-PE/DEIN";"null";
"882";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"CONSTRUCCION DE LA CARRETERA VECINAL LACHOCCASA %u2013 SANTIAGO DE TUCUMA, DISTRITO DE PAMPAS, PROVINCIA DE TAYACAJA Y DEPARTAMENTO DE HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"24/10/2019";"Desaprobado";"SIN DESCRIPCION";"-74.94132687";"-12.33949972";"RD N° 157-2020-SENACE-PE/DEIN";"null";
"949";"MUNICIPALIDAD DISTRITAL DE KIMBIRI";"20178199251";"EVAP DEL MEJORAMIENTO DEL TRAMO EXISTENTE Y CONSTRUCCIÓN DEL CAMINO VECINAL ENTRE LAS COMUNIDADES DE IRAPITARI - 9 DE DICIEMBRE - PUERTO RICO - CHILENOPATA, DISTRITO DE KIMBIRI - LA CONVENCIÓN%u2013CUSCO";"MEJORAMIENTO DEL TRAMO EXISTENTE (KM 0+000 AL KM 4+600 Y KM 9+820 AL KM 11+823) Y CONSTRUCCIÓN (KM 4+600 AL KM 9+820) DEL CAMINO VECINAL ENTRE LAS COMUNIDADES DE IRAPITARI - 9 DE DICIEMBRE - PUERTO RICO - CHILENOPATA, DISTRITO DE KIMBIRI - LA CONVENC";"Clasificación";"Transportes";"30/08/2018";"Desaprobado";"SIN DESCRIPCION";"-73.78355761";"-12.62101248";"RD N° N °00094-2019-SENACE-PE/DEIN";"null";
"889";"MUNICIPALIDAD DISTRITAL DE HAQUIRA";"20189921595";"DIA "CREACION DEL SERVICIO DE TRANSITABILIDAD DE LOS TRAMOS PAMPA SAN JOSÉ - CCOLCCARAMA - HUICSUPILLO - HUILLUCA A NIVEL DE AFIRMADO EN EL, DISTRITO DE HAQUIRA - COTABAMBAS %u2013 APURIMAC"";"CREACION DEL SERVICIO DE TRANSITABILIDAD DE LOS TRAMOS PAMPA SAN JOSÉ - CCOLCCARAMA - HUICSUPILLO - HUILLUCA A NIVEL DE AFIRMADO EN EL, DISTRITO DE HAQUIRA - COTABAMBAS %u2013 APURIMAC";"Clasificación";"Transportes";"04/09/2018";"Desaprobado";"SIN DESCRIPCION";"-72.22796525";"-14.34894515";"RD N° 00096-2018-SENACE-PE/DEIN";"null";
"892";"GOBIERNO REGIONAL DE HUANCAVELICA";"20486020882";"MEJORAMIENTO Y CREACION DE SERVICIOS DE TRANSITABILIDAD DE LA CARRETERA PAUCARBAMBA - CHINCHIHUASI - PACHAMARCA - MANTARO - HUAYHUA EN LA , PROVINCIA DE CHURCAMPA - HUANCAVELICA";"HUANCAVELICA";"Clasificación";"Transportes";"31/01/2022";"Desaprobado";"SIN DESCRIPCION";"-74.5411";"-12.5149";"RD N° 00090-2022-SENACE-PE/DEIN";"null";
"896";"AGRICOLA ANDREA S.A.C.";"20505688903";"EVALUACIÓN AMBIENTAL PRELIMINAR DE FUNDO GINI";"FUNDO GINI";"Clasificación";"Agricultura";"24/11/2021";"Desaprobado";"SIN DESCRIPCION";"-76.029875";"-13.740456";"RD N° 00051-2022-SENACE-PE/DEAR";"null";
"906";"NEXA RESOURCES PERU S.A.A.";"20100110513";"CUARTO INFORME TÉCNICO SUSTENTATORIO PARA LA UNIDAD MINERA CERRO LINDO";"CERRO LINDO";"ITS";"Minería";"10/05/2022";"Desaprobado";"SIN DESCRIPCION";"-76.10811534";"-13.20477989";"RD N° 00085-2022-SENACE-PE/DEAR";"null";
"786";"UNNA ENERGIA S.A.";"20100153832";"REUBICACIÓN DE 90 POZOS DE DESARROLLO EN LA ZONA A DEL LOTE IV";"LOTE IV";"ITS";"Hidrocarburos";"04/05/2022";"Desaprobado";"SIN DESCRIPCION";"-81.16659046";"-4.48448874";"RD N° 00167-2022-SENACE-PE/DEAR";"null";
"788";"PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACIÓN RECURSOS HIDRICOS DE TACNA";"20170639520";"MEJORAMIENTO DEL SERVICIO DE PROVISION DE 09 SISTEMAS DE ABASTECIMIENTO DE AGUA PARA RIEGO (MEDIANTE POZO TUBULARES), LOS USUARIOS DEL SECTOR HIDRAULICO DE AGUAS SUBTERRANEAS- CALSE A LA YARADA - DISTRITO DE LA YARADA LOS PALOS - PROVINCIA DE TACNA - DEPA";"POZOS TUBULARES DE REEMPLAZO";"Clasificación";"Agricultura";"05/10/2022";"Desaprobado";"SIN DESCRIPCION";"-70.50178478";"-18.20267292";"RD N° 00084-2023-SENACE-PE/DEIN ";"null";
"792";"CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.";"20511129975";"INFORME TECNICO SUSTENTATORIO PARA EL %u201CINFORME TÉCNICO DE MANTENIMIENTO (ITM) DEL PUENTE GUILLERMO BILLINGHURST KM 432+365 DEL CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ %u2013 BRASIL, TRAMO 3. PUENTE INAMBARI - IÑAPARI%u201D";"CORREDOR VIAL INTEROCEÁNICO SUR, TRAMO 03: INAMBARI-IÑAPARI";"ITS";"Transportes";"02/07/2021";"Desaprobado";"SIN DESCRIPCION";"-69.1724";"-12.589";"RD N° 00148-2021-SENACE-PE/DEIN";"null";
"794";"MUNICIPALIDAD DISTRITAL DE PISUQUIA";"20156002926";"TDR ESPECIFICOS PARA LA ELABORACION DEL EIA-SD DEL PROYECTO: MEJORAMIENTO DEL CAMINO VECINAL YUMAL %u2013 SAN JUAN DEL REJO %u2013 YOMBLÓN Y ACCESO SAN JUAN DEL REJO %u2013 SAN MIGUEL DE PORO PORO, DISTRITO DE PISU*";"MEJORAMIENTO DEL CAMINO VECINAL YUMAL %u2013 SAN JUAN DEL REJO %u2013 YOMBLÓN Y ACCESO SAN JUAN DEL REJO %u2013 SAN MIGUEL DE PORO PORO, DISTRITO DE PISUQUIA, PROVINCIA DE LUYA, DEPARTAMENTO DE AMAZONAS
";"TdR";"Transportes";"24/08/2018";"Desaprobado";"SIN DESCRIPCION";"-78.04836256";"-6.37458637";"RD N° 00081-2019-SENACE-PE/DEIN ";"null";
"831";"PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL";"20503503639";"INFORME TÉCNICO SUSTENTATORIO DE LA OBRA COMPLEMENTARIA PESAJE";"MEJORAMIENTO DE LA CARRETERA HUÁNUCO %u2013 CONOCOCHA, SECTOR: HUÁNUCO %u2013 LA UNIÓN %u2013 HUALLANCA, RUTA PE-3N";"ITS";"Transportes";"22/06/2022";"Desaprobado";"SIN DESCRIPCION";"-76.30840636";"-9.92046369";"RD N° 00195-2022-SENACE-PE/DEIN";"null";
"798";"PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACIÓN RECURSOS HIDRICOS DE TACNA";"20170639520";"ITS COMPONENTE I: CANAL DE CONDUCCIÓN VILACHAULLANI - CALACHACA - CHUAPALCA";"MODIFICACIÓN PARCIAL DEL TRAZO DE LA LINEA DE CONDUCCIÓN";"ITS";"Agricultura";"22/04/2021";"Desaprobado";"SIN DESCRIPCION";"-69.91906142";"-17.32719631";"En Evaluación";"null";
"833";"OLYMPIC PERÚ INC SUCURSAL DEL PERÚ";"20305875539";"PROYECTO DE EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS, PERFORACIÓN DE 22 POZOS EXPLORATORIOS Y 214 POZOS DE DESARROLLO E INSTALACIÓN DE FACILIDADES DE PRODUCCIÓN EN EL LOTE XIII-C";"LOTE XIII-C";"Clasificación";"Hidrocarburos";"11/02/2020";"Desaprobado";"SIN DESCRIPCION";"-80.656768";"-5.02336756";"RD N° 00070-2020-SENACE-PE/DEAR";"null";
"808";"INVICTA MINING CORP S.A.C.";"20512526595";"TERCER INFORME TÉCNICO SUSTENTATORIO DE LA UNIDAD MINERA INVICTA";"U.M. INVICTA";"ITS";"Minería";"29/08/2018";"Desaprobado";"SIN DESCRIPCION";"-77.01483848";"-11.03636973";"RD N° 0036-2018-SENACE-PE/DEAR";"null";
"809";"CONCESIONARIA LÍNEA DE TRANSMISIÓN CCNCM S.A.C.";"20551938868";"ESTUDIO DE IMPACTO AMBIENTAL DE LA LÍNEA DE TRANSMISIÓN CARHUAQUERO-CAJAMARCA NORTE-CÁCLIC-MOYOBAMBA EN 220 KV";"L.T. CARHUAQUERO-CAJAMARCA-CACLIC-MOYOBAMBA";"ITS";"Electricidad";"24/06/2016";"Desaprobado";"SIN DESCRIPCION";"-76.9726";"-6.0679";"RD N° 060-2016-SEANCE/DCA";"null";
"810";"ABENGOA PERÚ S.A.";"20253757931";"PPC DE LA MODIFICACIÓN DEL EIA DEL PROYECTO "LÍNEA DE TRANSMISIÓN 138 KV S.E. LLO 3 - S.E. PLAZA TOQUEPALA-VARIANTE DE LA LÍNEA DE TRANSMISIÓN 138 KV"";"SIN UNIDAD";"PPC";"Electricidad";"21/03/2016";"Desaprobado";"SIN DESCRIPCION";"-75.73316001";"-12.93631135";"RD N° 012-2016- SENACE/DCA";"null";
"845";"MUNSTER PERU S.A.C.";"20546603084";"PROYECTO DE INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS DEL ÁMBITO DE LA GESTIÓN NO MUNICIPAL EN EL DISTRITO DE VILLA EL SALVADOR, PROVINCIA DE LIMA, LIMA";"VALORIZACIÓN DE RESIDUOS SOLIDOS DE CONSTRUCCIÓN";"Clasificación";"Residuos Sólidos";"31/05/2022";"Desaprobado";"SIN DESCRIPCION";"-76.96517678";"-12.22156725";"RD N° 00108-2022-SENACE-PE/DEIN";"null";
"1833";"GOBIERNO REGIONAL AYACUCHO";"20452393493";"CREACIÓN DEL CAMINO VECINAL ENTRE LAS COMUNIDADES DE SAN MARTÍN DE CHUPON Y BELEN CHAPI, DISTRITO DE CHUNGUI - LA MAR - AYACUCHO";"CAMINO VECINAL";"Clasificación";"Transportes";"19/10/2022";"Desaprobado";"SIN DESCRIPCION";"-73.50049218";"-13.25466849";"RD N° 00026-2023-SENACE-PE/DEIN";"null";
"2113";"PROYECTO ESPECIAL CHINECAS";"20164359701";"EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) PARA EL PROYECTO: %u201CMEJORAMIENTO DEL CANAL DE IRRIGACIÓN IRCHIM, DESDE EL KM 0+000 AL KM 40+100. ÁMBITO DEL PROYECTO ESPECIAL CHINECAS EN EL DISTRITO DE CHIMBOTE-PROVINCIA DE SANTA-DEPARTAMENTO DE ANCASH";"CANAL DE IRRIGACIÓN IRCHIM";"Clasificación";"Agricultura";"29/03/2022";"Desaprobado";"SIN DESCRIPCION";"-78.49890586";"-8.93071384";"RD N° 00180-2022-SENACE-PE/DEIN";"null";
"1839";"MUNICIPALIDAD DISTRITAL DE PARDO MIGUEL";"20148155381";"CREACIÓN DE PUENTE HUARO EN EL CASERIO LA PERLA DEL MAYO, DISTRITO DE PARDO MIGUEL - RIOJA - SAN MARTIN";"PUENTE HUARO LA PERLA DEL MAYO";"Clasificación";"Transportes";"10/12/2018";"Desaprobado";"SIN DESCRIPCION";"-77.62685596";"-5.63921723";"RD N° 00048-2019-SENACE-PE/DEIN";"null";
