Listado de Proyectos EN EVALUACION

ID;TITULAR;RUC;TITULO_PROYECTO;UNIDAD_PROYECTO;TIPO;ACTIVIDAD;FECHA_INICIO;ESTADO;DESCRIPCION;LONGITUD;LATITUD;RESOLUCION;LABEL
"2093";"PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL";"20503503639";"Mejoramiento de la Ruta PE-34C, Tramo: Dv. Chiguata - Santa Lucía en la Provincia de Arequipa del Departamento de Arequipa y la Provincia de Lampa del Departamento de Puno";"Ruta PE-34C, Tramo: Dv. Chiguata - Santa Lucía";"EIA-d";"Transportes";"16/01/2024";"En Evaluación";"SIN DESCRIPCION";"-71.4165945";"-16.40734194";"";"null";
"1816";"VOLCAN COMPANIA MINERA S.A.A.";"20383045267";"TERCERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (MEIA-D) DE LA UNIDAD MINERA ANDAYCHAGUA";"ANDAYCHAGUA";"MPPC";"Minería";"31/03/2023";"En Evaluación";"SIN DESCRIPCION";"-76.00594471";"-11.75075653";"";"null";
"2095";"COMIMTEL SOCIEDAD ANONIMA CERRADA";"20509128686";"INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS DE APARATOS ELÉCTRICOS Y ELECTRÓNICOS (RAEE), Y ÁREAS DE ACONDICIONAMIENTO DE RESIDUOS SÓLIDOS";"PLANTA DE VALORIZACIÓN DE RAEE Y ÁREAS DE ACONDICIONAMIENTO VENTANILLA";"Clasificación";"Residuos Sólidos";"10/01/2024";"En Evaluación";"SIN DESCRIPCION";"-77.12506756";"-11.86182191";"";"null";
"2097";"PLUSPETROL PERU CORPORATION S.A.";"20304177552";"Informe Técnico Sustentatorio para la Adecuación del Acceso Vehicular a la Planta de Fraccionamiento de Líquidos de Gas Natural y el Incremento de la Capacidad de Atención de Camiones Cisterna";"PLANTA DE FRACCIONAMIENTO DE LGN PISCO";"ITS";"Hidrocarburos";"01/01/2024";"En Evaluación";"SIN DESCRIPCION";"-76.23535517";"-13.76988991";"";"null";
"2098";"MUNICIPALIDAD PROVINCIAL DE LAURICOCHA";"20182308952";"EVALUACIÓN AMBIENTAL PRELIMINAR: MEJORAMIENTO DE DEFENSA RIBEREÑA DE LA QUEBRADA CHEGCHILLHUAN EN LA CIUDAD DE JESUS DEL DISTRITO DE JESUS %u2013 PROVINCIA DE LAURICOCHA %u2013 DEPARTAMENTO DE HUANUCO, CON CUI N° 2453476";"MEJORAMIENTO DE DEFENSA RIBEREÑA DE LA QUEBRADA CHEGCHILLHUAN EN LA CIUDAD DE JESUS";"Clasificación";"Agricultura";"25/04/2024";"En Evaluación";"SIN DESCRIPCION";"-76.63486657";"-10.07654373";"";"null";
"1916";"ENGIE ENERGIA PERU S.A.";"20333363900";"EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) PARA LA CONVERSIÓN DE LA AMPLIACIÓN DE LA CENTRAL TERMOELÉCTRICA (C.T.) CHILCA 1 A COMBUSTIBLE DUAL";"C.T. CHILCA 1";"Clasificación";"Electricidad";"30/06/2023";"En Evaluación";"SIN DESCRIPCION";"-76.73146202";"-12.50413876";"";"null";
"2099";"CONSORCIO ELECTRICO YAPAY S.A.";"20611909706";"%u201CEnlace 500 kV Huánuco-Tocache-Celendín-Trujillo, ampliaciones y subestaciones asociadas%u201D";"Electricidad";"PPC";"Electricidad";"24/04/2024";"En Evaluación";"SIN DESCRIPCION";"-79.02161992";"-8.05026466";"";"null";
"2100";"PAN AMERICAN SILVER HUARON S.A.";"20546191541";"MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA HUARÓN";"HUARÓN";"PPC";"Minería";"23/04/2024";"En Evaluación";"SIN DESCRIPCION";"-76.41094954";"-11.00433326";"";"null";
"1759";"TRANSPORTES IBEROAMERICANO S.R.L.";"20311985346";"PLANTA DE VALORIZACIÓN Y TRATAMIENTO ESPECIALIZADO DE RESIDUOS INDUSTRIALES Y HOSPITALARIOS";"PLANTA DE VALORIZACIÓN Y TRATAMIENTO ESPECIALIZADO DE RESIDUOS INDUSTRIALES Y HOSPITALARIOS";"Clasificación";"Residuos Sólidos";"19/12/2023";"En Evaluación";"SIN DESCRIPCION";"-71.39577637";"-14.81402114";"";"null";
"1765";"PROVIAS DESCENTRALIZADO";"20380419247";"CREACIÓN DEL PUENTE PICHIS Y ACCESOS, DISTRITO DE PUERTO BERMUDEZ, PROVINCIA DE OXAPAMPA REGION PASCO.";"GERENCIA DE ESTUDIOS-DIRECCIÓN EJECUTIVA";"Clasificación";"Transportes";"24/11/2023";"En Evaluación";"SIN DESCRIPCION";"-74.93598742";"-10.2982766";"";"null";
"1486";"MINSUR S. A.";"20100136741";"MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (MEIA-D) DE LA PLANTA DE FUNDICIÓN Y REFINERÍA DE ESTAÑO DE MINSUR S.A.";"PLANTA FUNDICIÓN Y REFINERÍA DE ESTAÑO";"TdR";"Minería";"16/12/2022";"En Evaluación";"SIN DESCRIPCION";"-76.1783836";"-13.77945155";"";"null";
"1774";"EMPRESA MINERA LOS QUENUALES S.A.";"20332907990";"Primer Informe Técnico Sustentatorio de la Primera Modificación del Estudio de Impacto Ambiental de la Unidad Minera Casapalca";"Casapalca";"ITS";"Minería";"12/01/2024";"En Evaluación";"SIN DESCRIPCION";"-76.23192447";"-11.64726685";"";"null";
"1775";"KANAY S.A.C.";"20553255709";"INFRAESTRUCTURA PARA LA DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS PELIGROSOS DEL ÁMBITO DE LA GESTIÓN NO MUNICIPAL %u201CECOCENTRO MAYNAS%u201D.";"ECOCENTRO MAYNAS";"EIA-sd";"Residuos Sólidos";"29/12/2023";"En Evaluación";"SIN DESCRIPCION";"-73.52433938";"-4.31346567";"";"null";
"1776";"LIMA AIRPORT PARTNERS S.R.L.";"20501577252";"INFORME TÉCNICO SUSTENTATORIO PARA  LA MODIFICACIÓN DEL HANGAR ESTE";"AEROPUERTO INTERNACIONAL JORGE CHÁVEZ";"ITS";"Transportes";"24/04/2024";"En Evaluación";"SIN DESCRIPCION";"-77.12011101";"-12.01708315";"";"null";
"1777";"MINERA HAMPTON PERU S.A.C";"20522605400";"ACOGIMIENTO A TÉRMINOS DE REFERENCIA COMUNES - ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIA-d) DEL PROYECTO LOS CALATOS";"Los Calatos";"Cls Anticipada";"Minería";"23/04/2024";"En Evaluación";"SIN DESCRIPCION";"-71.00425874";"-16.89025667";"";"null";
"1785";"SOUTHERN PERU COPPER CORPORATION, SUCURSAL DEL PERÚ";"20100147514";"Sexto Informe Técnico Sustentatorio de la Unidad Minera";"CUAJONE";"ITS";"Minería";"15/03/2024";"En Evaluación";"SIN DESCRIPCION";"-70.78612645";"-17.069027";"";"null";
"1778";"COMPAÑIA MINERA CHUNGAR S.A.C.";"20514608041";"SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD MINERA ALPAMARCA - PALLANGA";"Alpamarca - Pallanga";"MEIA-d";"Minería";"19/04/2024";"En Evaluación";"SIN DESCRIPCION";"-76.45662518";"-11.2128801";"";"null";
"1779";"CAMONES GUILLERMO JOHN ALEX";"10094718983";"EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) FUNDO CAMONES CULTIVOS Y EXPORTACION DE PALTA";"FUNDO CAMONES";"Clasificación";"Agricultura";"09/04/2024";"En Evaluación";"SIN DESCRIPCION";"-80.11797725";"-5.81368558";"";"null";
"1781";"COMPAñIA MINERA CONDESTABLE S.A.";"20100056802";"Segunda Modificación del Estudio de Impacto Ambiental de la Unidad Minera Acumulación Condestable (MEIA II)";"ACUMULACIÓN CONDESTABLE";"PPC";"Minería";"04/04/2024";"En Evaluación";"SIN DESCRIPCION";"-76.58959848";"-12.69396908";"";"null";
"1782";"GERENCIA SUB REGIONAL CASTROVIRREYNA";"20486987864";"%u201CCREACIÓN DEL SERVICIO DE TRANSITABILIDAD ENTRE LOS ANEXOS DE PATACORRAL, TOTORA, RECIO Y CRUZPATA, DEL DISTRITO DE CASTROVIRREYNA PROVINCIA DE CASTROVIRREYNA DEL DEPARTAMENTO DE HUANCAVELICA%u201D";"PATACORRAL - TOTORA - RECIO - CRUZ PATA";"Clasificación";"Transportes";"02/04/2024";"En Evaluación";"SIN DESCRIPCION";"-75.34464282";"-13.1441667";"";"null";
"1783";"MINERA SHOUXIN PERU S.A.";"20392776975";"MEJORA TECNOLOGICA DEL SISTEMA DE TRANSPORTE DE MATERIA PRIMA HACIA PLANTA SHOUXIN";"MARCONA";"ITS";"Minería";"01/04/2024";"En Evaluación";"SIN DESCRIPCION";"-75.20442571";"-15.27491955";"";"null";
"1784";"SAMAY I S.A.C";"20537698889";"Informe Técnico Sustentatorio para la ampliación de la planta de agua de la central termoeléctrica Puerto Bravo para una capacidad de 80 m3/h.";"Central Termoeléctrica Puerto Bravo";"ITS";"Electricidad";"20/03/2024";"En Evaluación";"SIN DESCRIPCION";"-71.97799775";"-17.03730011";"";"null";
"1792";"AUTORIDAD NACIONAL DE INFRAESTRUCTURA";"20611816953";"CREACIÓN DE LOS SERVICIOS DE PROTECCIÓN CONTRA INUNDACIONES MEDIANTE CAPTACIÓN, CONTROL Y DERIVACIÓN HACIA EL MAR DE LAS AGUAS DE LAS AVENIDAS DE LA QUEBRADA DE SAN CARLOS DE LA CUENCA DEL CERRO CENTINELA, DISTRITO DE LAREDO - PROVINCIA DE TRUJILLO - DEPA";"DEFENSA RIBEREÑA SAN CARLOS";"IGAPRO";"Agricultura";"07/02/2024";"En Evaluación";"SIN DESCRIPCION";"-78.942777";"-8.06386166";" ";"null";
"1767";"GOBIERNO REGIONAL DE PASCO";"20489252270";"CONSTRUCCIÓN DEL CAMINO VECINAL BELLO HORIZONTE %u2013 QUEBRADA ENCANTO (43+000 KM),  DISTRITO PUERTO BERMÚDEZ, PROVINCIA OXAPAMPA, REGIÓN PASCO";"CAMINO VECINAL BELLO HORIZONTE-QUEBRADA ENCANTO, PUERTO BERMÚDEZ";"Clasificación";"Transportes";"15/11/2023";"En Evaluación";"SIN DESCRIPCION";"-74.64097307";"-10.86837546";"";"null";
"1770";"SOCIEDAD MINERA CERRO VERDE S.A.A.";"20170072465";"Décimo Informe Técnico Sustentatorio de la MEIAS de la Expansión de la Unidad de Producción Cerro Verde";"UNIDAD DE PRODUCCIÓN CERRO VERDE";"ITS";"Minería";"24/02/2024";"En Evaluación";"SIN DESCRIPCION";"-71.59105341";"-16.54620136";"";"null";
"1771";"FRG FARMS S.A.C.";"20607575160";"EVALUACIÓN AMBIENTAL PRELIMINAR (EVAP) DE LA PLANTA DE EMPAQUE DE ALIMENTOS FRG FARMS S.A.C. EN HUARMEY";"PLANTA DE EMPAQUE DE ALIMENTOS FRG FARMS S.A.C. EN HUARMEY";"Clasificación";"Agricultura";"23/01/2024";"En Evaluación";"SIN DESCRIPCION";"-78.13593822";"-10.08331484";"";"null";
"1442";"OPERADORES CONCENTRADOS PERUANOS S.A.C.";"20608321731";"MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA  COBRIZA";"COBRIZA";"Cls Anticipada";"Minería";"23/12/2023";"En Evaluación";"SIN DESCRIPCION";"-74.37402837";"-12.59056936";"";"null";
"1444";"INKABOR S.A.C.";"20327397258";"EVALUACIÓN AMBIENTAL PRELIMINAR DE LA UNIDAD MINERA BÓRAX Y APROBACIÓN DE TÉRMINOS DE REFERENCIA ESPECÍFICOS";"BÓRAX";"Clasificación";"Minería";"03/12/2023";"En Evaluación";"SIN DESCRIPCION";"-71.12331973";"-16.3707884";"";"null";
"1445";"PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION RECURSOS HIDRICOS DE TACNA";"20170639520";"MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE 09 SISTEMAS DE ABASTECIMIENTO DE AGUA PARA RIEGO (MEDIANTE POZOS TUBULARES), LOS USUARIOS DEL SECTOR HIDRAULICO DE AGUAS SUBTERRÁNEAS %u2013 CLASE A LA YARADA- DISTRITO DE LA YARADA LOS PALOS - PROVINCIA DE TACNA %u2013 DEP";"POZOS TUBULARES DE REEMPLAZO";"Clasificación";"Agricultura";"27/11/2023";"En Evaluación";"SIN DESCRIPCION";"-70.50178478";"-18.20267292";"";"null";
"1446";"EL MOLLE VERDE S.A.C.";"20543588734";"ESTUDIO DE IMPACTO AMBIENTAL DETALLADO (EIAD) DEL PROYECTO TRAPICHE";"TRAPICHE";"EIA-d";"Minería";"24/11/2023";"En Evaluación";"SIN DESCRIPCION";"-72.8689006";"-14.50817031";"";"null";
"1447";"REPSOL EXPLORACION PERU SUCURSAL DEL PERU";"20258262728";"INFORME TECNICO SUSTENTATORIO PARA LA MODIFICACIÓN DEL MONITOREO BIOLÓGICO DEL PROYECTO DE DESARROLLO DEL CAMPO SAGARI - LOTE 57";"LOTE 57";"ITS";"Hidrocarburos";"17/11/2023";"En Evaluación";"SIN DESCRIPCION";"-73.35669092";"-11.43101597";"";"null";
"1451";"CATALINA HUANCA SOCIEDAD MINERA S.A.C.";"20509551767";"Quinto Informe Técnico Sustentatorio Recrecimiento del Deposito de Relaves Ampliación Ramahuayco";"CATALINA HUANCA";"ITS";"Minería";"23/01/2024";"En Evaluación";"SIN DESCRIPCION";"-73.94318019";"-13.99213174";"";"null";
"1571";"COMPAÑIA DE MINAS BUENAVENTURA S.A.A.";"20100079501";"MODIFICACIÓN DEL EIA-D DEL PROYECTO SAN GABRIEL";"SAN GABRIEL";"Cls Anticipada";"Minería";"03/07/2023";"En Evaluación";"SIN DESCRIPCION";"-70.5704899";"-16.20813827";"";"null";
"1453";"PLAN COPESCO";"20159311598";"CREACIÓN DEL SERVICIO DE TRANSITABILIDAD VIAL VEHICULAR, CARRETERA VECINAL, ENTRE LOCALIDADES DE PIVIL Y SAHUINTO DEL DISTRITO DE LIMATAMBO %u2013 PROVINCIA DE ANTA %u2013 DEPARTAMENTO DE CUSCO";"CARRETERA VECINAL, ENTRE LOCALIDADES DE PIVIL Y SAHUINTO";"Clasificación";"Transportes";"03/01/2024";"En Evaluación";"SIN DESCRIPCION";"-72.40765988";"-13.55331498";"";"null";
"1454";"MUNICIPALIDAD DISTRITAL DE POLVORA";"20488965701";"IOARR: CONSTRUCCION DE PUENTE; EN EL(LA) QUEBRADA POLVORA (TRAMO BOCA DE POLVORA - POLVORA), DISTRITO DE POLVORA, PROVINCIA DE TOCACHE, DEPARTAMENTO SAN MARTIN";"METROS";"Clasificación";"Transportes";"05/04/2024";"En Evaluación";"SIN DESCRIPCION";"-76.67975896";"-7.90553412";"";"null";
"1455";"OPERADORES CONCENTRADOS PERUANOS S.A.C.";"20608321731";"Términos de Referencia Específicos para la Modificación del Estudio de Impacto Ambiental detallado de la Unidad Minera";"COBRIZA";"MTdR";"Minería";"04/04/2024";"En Evaluación";"SIN DESCRIPCION";"-74.37402837";"-12.59056936";"";"null";
"1456";"TERMINAL PORTUARIO PARACAS S.A.";"20562916360";"Modificación del ITS del Proyecto %u201CPlanta de Tratamiento de Aguas Residuales Domésticas con fines de reúso del Terminal Portuario General San Martín%u201D.";"PARACAS";"ITS";"Transportes";"18/03/2024";"En Evaluación";"SIN DESCRIPCION";"-76.2920351";"-13.79949405";"";"null";
"1548";"PUERTO MALDONADO TRANSMISORA DE ENERGIA SAC";"20608080598";"LÍNEA DE TRANSMISIÓN 138KV PUERTO MALDONADO - IBERIA";"L.T. 138KV PUERTO MALDONADO - IBERIA";"EIA-d";"Electricidad";"04/08/2023";"En Evaluación";"SIN DESCRIPCION";"-69.1282374";"-11.9379996";"";"null";
"1580";"CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.C.";"20516488973";"CUARTO INFORME TÉCNICO SUSTENTATORIO DE LA PRIMERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DE LA UNIDAD MINERA SANTANDER";"SANTANDER";"ITS";"Minería";"05/05/2023";"En Evaluación";"SIN DESCRIPCION";"-76.52184216";"-11.19088054";"";"null";
"1744";"DISPOSICIONES TRATAMIENTOS Y SOLUCIONES AMBIENTALES S.A.C.";"20600590783";"INFRAESTRUCTURA DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS, SISTEMAS DE TRATAMIENTO DE RESIDUOS Y PLANTA DE VALORIZACIÓN Y REAPROVECHAMIENTO DE RESIDUOS SÓLIDOS, DENOMINADO PARQUE ECOLÓGICO INDUSTRIAL EL ALGARROBO DE DITSA AMBIENTAL SAC";"INFRAESTRUCTURA DE DISPOSICIÓN FINAL DE RESIDUOS, SISTEMAS DE TRATAMIENTO DE RESIDUOS SÓLIDOS, PLATA DE VALORIZACIÓN Y ACONDICIONAMIENTO DE RESIDUOS SÓLIDOS";"EIA-sd";"Residuos Sólidos";"17/07/2023";"En Evaluación";"SIN DESCRIPCION";"-80.80688491";"-5.15727029";"";"null";
"1745";"MINERA AURIFERA RETAMAS S.A.";"20132367800";"MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UNIDAD ECONÓMICA ADMINISTRATIVA RETAMAS, PROYECTO DE IMPLEMENTACIÓN DE NUEVOS COMPONENTES MINERO-METALÚRGICOS Y OPTIMIZACIÓN DE PROCESOS";"UEA RETAMAS";"MEIA-d";"Minería";"22/05/2023";"En Evaluación";"SIN DESCRIPCION";"-77.44630063";"-8.03887606";"";"null";
"1459";"AUTORIDAD NACIONAL DE INFRAESTRUCTURA";"20611816953";"Creación del servicio de protección contra inundaciones y movimiento de masas en las quebradas de San Jerónimo, Condoray, Jacayita y Picamarán en los distritos de Lunahuaná, Pacarán y Zuñiga de la provincia de Cañete %u2013 Departamento de Lima";"DEFENSA RIBEREÑA CAÑETE";"IGAPRO";"Agricultura";"03/05/2024";"En Evaluación";"SIN DESCRIPCION";"-76.14133188";"-12.94945053";" ";"null";
"1460";"AUTORIDAD NACIONAL DE INFRAESTRUCTURA";"20611816953";"Creación del servicio de protección contra inundaciones del río Cañete entre el tramo de la desembocadura del río Cañete - Localidad de Paullo, en los distritos de San Vicente de Cañete, Nuevo Imperial y Lunahuaná de la provincia de Cañete - departamento ";"DEFENSA RIBEREÑA RÍO CAÑETE, SAN VICENTE-NUEVO IMPERIAL Y LUNAHUANA";"IGAPRO";"Agricultura";"16/02/2024";"En Evaluación";"SIN DESCRIPCION";"-76.21933069";"-13.03566364";" ";"null";
"1552";"COMPAÑIA MINERA LINCUNA S.A.";"20458538701";"MODIFICATORIA DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO HUANCAPETÍ DE LA COMPAÑÍA MINERA LINCUNA";"HUANCAPETÍ";"MEIA-d";"Minería";"01/06/2023";"En Evaluación";"SIN DESCRIPCION";"-77.51087747";"-9.76861961";"";"null";
"2425";"MUNICIPALIDAD DISTRITAL DE CONCHUCOS";"20195717428";"CREACION DEL SERVICIO DE TRANSITABILIDAD A NIVEL DE TROCHA CARROZABLE ENTRE LOS CENTROS POBLADOS DE MARAYPAMPA, CEDROS, LLAMARA Y MONTE GRANDE DEL DISTRITO DE CONCHUCOS %u2013 PROVINCIA DE PALLASCA %u2013 DEPARTAMENTO DE ANCASH";"TROCHA CARROZABLE MARAYPAMPA-CEDROS-LLAMARA-MONTE GRANDE";"Clasificación";"Transportes";"30/12/2023";"En Evaluación";"SIN DESCRIPCION";"-77.63089591";"-8.16259886";"";"null";
"2426";"EMPRESA DE GENERACIÓN ELÉCTRICA ALBA S.A.C.";"20608903764";"Evaluación Preliminar (EVAP) del proyecto %u201CCentral Solar Fotovoltaica Alba y su interconexión al SEIN%u201D ubicada en los distritos de La Joya y Mollendo, provincia de Arequipa e Islay, departamento de Arequipa";"C.S.F. ALBA Y SU INTERCONEXIÓN SEIN";"Clasificación";"Electricidad";"28/12/2023";"En Evaluación";"SIN DESCRIPCION";"-71.8603299";"-16.84562803";"";"null";
"2427";"MUNICIPALIDAD DISTRITAL DE POLVORA";"20488965701";"IOARR: CONSTRUCCION DE PUENTE; EN EL(LA) QUEBRADA S/N (TRAMO AGUA DULCE - BUENOS AIRES (LA LOMA), COD. RUTA SM 904), DISTRITO DE POLVORA, PROVINCIA DE TOCACHE, DEPARTAMENTO SAN MARTIN.";"METROS";"Clasificación";"Transportes";"06/05/2024";"En Evaluación";"SIN DESCRIPCION";"-76.67202843";"-7.9676379";"";"null";
"2540";"JINZHAO  MINING PERU S.A.";"20520694839";"MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO  EXPLOTACIÓN Y BENEFICIO MINERO MINA PAMPA DEL PONGO";"PAMPA DE PONGO";"MEIA-d";"Minería";"19/10/2023";"En Evaluación";"SIN DESCRIPCION";"-74.83436247";"-15.38231312";"";"null";
"2428";"MUNICIPALIDAD PROVINCIAL DE RIOJA";"20148170933";"INSTALACIÓN DEL SERVICIO DE MATADERO MUNICIPAL EN LA CIUDAD DE RIOJA, PROVINCIA DE RIOJA %u2013 SAN MARTÍN";"INSTALACIÓN DEL SERVICIO DEL MATADERO MUNICIPAL EN LA CIUDAD DE RIOJA, PROVINCIA DE RIOJA %u2013 SAN MARTÍN%u201D CUI 2235100";"Clasificación";"Agricultura";"26/04/2024";"En Evaluación";"SIN DESCRIPCION";"-77.17736727";"-6.10888358";"";"null";
"2429";"CONCESIONARIA IIRSA NORTE S.A.";"20511004251";"Informe Técnico Sustentatorio para la Habilitación de Depósitos de Material Excedente (DME) KM 400+450 LI, DME KM 356+040 LI, DME KM 355+850 LI-A, DME KM 355+850 LI-B, DME KM 348+260 LI, DME KM 347+700 LI, DME KM 346+660 LI, DME KM 342+140 LI, DME KM 249+";"Tramo III";"ITS";"Transportes";"11/04/2024";"En Evaluación";"SIN DESCRIPCION";"-77.86166793";"-5.69590778";"";"null";
"2430";"AVIAGEN PERU S.A.C.";"20604602115";"CONSTRUCCIÓN DE UNA PLANTA DE INCUBACIÓN";"PLANTA DE INCUBACION VIRU";"Clasificación";"Agricultura";"10/04/2024";"En Evaluación";"SIN DESCRIPCION";"-78.8103693";"-8.42646113";"";"null";
"2431";"AUTOPISTA DEL NORTE S.A.C.";"20520929658";"Informe Técnico Sustentatorio para la Ampliación de la Cantera Guadalupito Km 36+280 LD, del Proyecto Red Vial 4: Pativilca, Santa, Trujillo y Salaverry %u2013 Empalme R01N.";"Red Vial 4: Pativilca-Trujillo";"ITS";"Transportes";"08/04/2024";"En Evaluación";"SIN DESCRIPCION";"-78.60810121";"-8.928677";"";"null";
"2432";"COMPAñIA DE MINAS BUENAVENTURA S.A.A.";"20100079501";"INFORME TÉCNICO SUSTENTATORIO (ITS) DEL ESTUDIO DE IMPACTO AMBIENTAL DETALLADO  (EIA-d) DEL PROYECTO YUMPAG CARAMA";"Yumpag";"ITS";"Minería";"28/03/2024";"En Evaluación";"SIN DESCRIPCION";"-76.63414236";"-10.58291138";"";"null";
"2462";"COMPAÑIA MINERA COIMOLACHE S.A.";"20140688640";"TERCERA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DE LA UP TANTAHUATAY";"TANTAHUATAY";"MEIA-d";"Minería";"28/12/2021";"En Evaluación";"SIN DESCRIPCION";"-78.6874";"-6.7324";"";"null";
"2405";"NEXA RESOURCES PERU S.A.A.";"20100110513";"MODIFICACIÓN DEL EIA-D DEL PROYECTO MAGISTRAL";"MAGISTRAL";"MEIA-d";"Minería";"23/12/2021";"En Evaluación";"SIN DESCRIPCION";"-77.77883815";"-8.22028466";"";"null";
"2197";"MINERA YANACOCHA S.R.L.";"20137291313";"CUARTO INFORME TÉCNICO SUSTENTATORIO DE LA SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL YANACOCHA";"YANACOCHA";"ITS";"Minería";"21/06/2023";"En Evaluación";"SIN DESCRIPCION";"-78.52045409";"-6.98617573";"";"null";
